DateTime Stamp,Bar OPEN Bid Quote,Bar HIGH Bid Quote,Bar LOW Bid Quote,Bar CLOSE Bid Quote,Volume
2020-10-01 03:20,7.750110000,7.750110000,7.750080000,7.750090000,.0000
2020-10-01 03:21,7.750040000,7.750040000,7.750040000,7.750040000,.0000
2020-10-01 03:22,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 03:23,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 03:24,7.750090000,7.750090000,7.750080000,7.750080000,.0000
2020-10-01 03:25,7.750080000,7.750080000,7.750040000,7.750040000,.0000
2020-10-01 03:26,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 03:27,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 03:29,7.750090000,7.750090000,7.750070000,7.750070000,.0000
2020-10-01 03:30,7.750070000,7.750080000,7.750070000,7.750080000,.0000
2020-10-01 03:31,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 03:32,7.750090000,7.75010000,7.750090000,7.75010000,.0000
2020-10-01 03:33,7.75010000,7.75010000,7.750040000,7.750040000,.0000
2020-10-01 03:34,7.750060000,7.750060000,7.750040000,7.750040000,.0000
2020-10-01 03:35,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 03:37,7.75010000,7.75010000,7.750070000,7.750070000,.0000
2020-10-01 03:38,7.750040000,7.750090000,7.750040000,7.750090000,.0000
2020-10-01 03:39,7.750070000,7.750070000,7.750070000,7.750070000,.0000
2020-10-01 03:40,7.75010000,7.75010000,7.750090000,7.75010000,.0000
2020-10-01 03:41,7.750090000,7.75010000,7.750080000,7.750080000,.0000
2020-10-01 03:42,7.750070000,7.750080000,7.750020000,7.750080000,.0000
2020-10-01 03:43,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 03:44,7.750080000,7.750110000,7.750080000,7.750110000,.0000
2020-10-01 03:45,7.75010000,7.75010000,7.750070000,7.750070000,.0000
2020-10-01 03:46,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 03:47,7.750080000,7.750080000,7.750060000,7.750060000,.0000
2020-10-01 03:48,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 03:49,7.75010000,7.750110000,7.750090000,7.750110000,.0000
2020-10-01 03:50,7.750110000,7.750110000,7.75010000,7.75010000,.0000
2020-10-01 03:51,7.750040000,7.750090000,7.750040000,7.750090000,.0000
2020-10-01 03:52,7.750040000,7.750040000,7.750040000,7.750040000,.0000
2020-10-01 03:53,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 03:54,7.750080000,7.750090000,7.750080000,7.750090000,.0000
2020-10-01 03:55,7.750090000,7.750090000,7.750080000,7.750080000,.0000
2020-10-01 03:56,7.750080000,7.750080000,7.750070000,7.750070000,.0000
2020-10-01 03:57,7.750050000,7.750090000,7.750050000,7.750090000,.0000
2020-10-01 03:58,7.750080000,7.750090000,7.750070000,7.750080000,.0000
2020-10-01 03:59,7.750070000,7.75010000,7.750070000,7.75010000,.0000
2020-10-01 04:00,7.750120000,7.750120000,7.750090000,7.750090000,.0000
2020-10-01 04:01,7.750040000,7.750060000,7.750040000,7.750040000,.0000
2020-10-01 04:02,7.750070000,7.75010000,7.750070000,7.75010000,.0000
2020-10-01 04:03,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 04:04,7.750090000,7.750090000,7.750050000,7.750050000,.0000
2020-10-01 04:05,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 04:06,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 04:07,7.750080000,7.750080000,7.750030000,7.750040000,.0000
2020-10-01 04:08,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 04:09,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 04:10,7.750090000,7.750090000,7.750040000,7.750040000,.0000
2020-10-01 04:11,7.750090000,7.750090000,7.750080000,7.750080000,.0000
2020-10-01 04:12,7.750070000,7.750070000,7.750050000,7.750050000,.0000
2020-10-01 04:13,7.750090000,7.750090000,7.750070000,7.750070000,.0000
2020-10-01 04:14,7.750070000,7.750070000,7.750070000,7.750070000,.0000
2020-10-01 04:15,7.750090000,7.750150000,7.750070000,7.750110000,.0000
2020-10-01 04:16,7.750120000,7.750120000,7.750030000,7.750030000,.0000
2020-10-01 04:17,7.750030000,7.750070000,7.750030000,7.750060000,.0000
2020-10-01 04:18,7.750030000,7.750030000,7.750030000,7.750030000,.0000
2020-10-01 04:19,7.750040000,7.750070000,7.750010000,7.750070000,.0000
2020-10-01 04:20,7.750040000,7.750040000,7.750040000,7.750040000,.0000
2020-10-01 04:21,7.750040000,7.750050000,7.750000,7.750000,.0000
2020-10-01 04:22,7.750040000,7.750060000,7.750040000,7.750050000,.0000
2020-10-01 04:23,7.750050000,7.750050000,7.750050000,7.750050000,.0000
2020-10-01 04:24,7.750050000,7.750070000,7.750050000,7.750050000,.0000
2020-10-01 04:25,7.750070000,7.750070000,7.750070000,7.750070000,.0000
2020-10-01 04:26,7.750050000,7.750050000,7.750040000,7.750050000,.0000
2020-10-01 04:27,7.75010000,7.75010000,7.750090000,7.75010000,.0000
2020-10-01 04:28,7.750090000,7.750090000,7.750040000,7.750040000,.0000
2020-10-01 04:29,7.750070000,7.750090000,7.750040000,7.750090000,.0000
2020-10-01 04:30,7.750040000,7.75010000,7.750040000,7.75010000,.0000
2020-10-01 04:31,7.750070000,7.750090000,7.750070000,7.750080000,.0000
2020-10-01 04:32,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 04:33,7.750060000,7.750090000,7.750060000,7.750090000,.0000
2020-10-01 04:34,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 04:35,7.75010000,7.75010000,7.750070000,7.750090000,.0000
2020-10-01 04:36,7.750090000,7.750120000,7.750090000,7.750110000,.0000
2020-10-01 04:37,7.750110000,7.750110000,7.750110000,7.750110000,.0000
2020-10-01 04:38,7.750120000,7.750130000,7.750120000,7.750120000,.0000
2020-10-01 04:39,7.750120000,7.750140000,7.750120000,7.750140000,.0000
2020-10-01 04:40,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 04:41,7.75010000,7.750130000,7.75010000,7.750130000,.0000
2020-10-01 04:42,7.750120000,7.750130000,7.750120000,7.750130000,.0000
2020-10-01 04:43,7.750120000,7.750120000,7.750120000,7.750120000,.0000
2020-10-01 04:44,7.75010000,7.750130000,7.750080000,7.75010000,.0000
2020-10-01 04:45,7.75010000,7.750120000,7.75010000,7.750120000,.0000
2020-10-01 04:46,7.750110000,7.750120000,7.750110000,7.750110000,.0000
2020-10-01 04:47,7.750090000,7.750090000,7.750060000,7.750060000,.0000
2020-10-01 04:48,7.750060000,7.750060000,7.750060000,7.750060000,.0000
2020-10-01 04:49,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 04:50,7.750060000,7.750090000,7.750060000,7.750090000,.0000
2020-10-01 04:51,7.750060000,7.750090000,7.750060000,7.750070000,.0000
2020-10-01 04:52,7.750030000,7.750030000,7.750020000,7.750030000,.0000
2020-10-01 04:53,7.750020000,7.750070000,7.750020000,7.750030000,.0000
2020-10-01 04:54,7.750020000,7.750030000,7.750020000,7.750030000,.0000
2020-10-01 04:55,7.750020000,7.750070000,7.750020000,7.750070000,.0000
2020-10-01 04:56,7.750030000,7.750070000,7.750030000,7.750070000,.0000
2020-10-01 04:57,7.750020000,7.750160000,7.750020000,7.750140000,.0000
2020-10-01 04:58,7.750140000,7.750140000,7.750070000,7.750070000,.0000
2020-10-01 04:59,7.750060000,7.750140000,7.750060000,7.750120000,.0000
2020-10-01 05:00,7.750120000,7.750130000,7.750010000,7.750070000,.0000
2020-10-01 05:01,7.75010000,7.750130000,7.750010000,7.750060000,.0000
2020-10-01 05:02,7.750120000,7.750120000,7.750060000,7.750060000,.0000
2020-10-01 05:03,7.750040000,7.750040000,7.750030000,7.750030000,.0000
2020-10-01 05:04,7.750030000,7.750090000,7.750030000,7.750090000,.0000
2020-10-01 05:05,7.750080000,7.750090000,7.750060000,7.750090000,.0000
2020-10-01 05:06,7.75010000,7.75010000,7.75010000,7.75010000,.0000
2020-10-01 05:07,7.75010000,7.75010000,7.750090000,7.750090000,.0000
2020-10-01 05:08,7.750090000,7.750090000,7.750080000,7.750090000,.0000
2020-10-01 05:09,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 05:10,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 05:11,7.75010000,7.75010000,7.750050000,7.750070000,.0000
2020-10-01 05:14,7.750060000,7.750070000,7.750060000,7.750070000,.0000
2020-10-01 05:16,7.750070000,7.750080000,7.750070000,7.750070000,.0000
2020-10-01 05:22,7.750080000,7.750080000,7.750070000,7.750070000,.0000
2020-10-01 05:23,7.750080000,7.750080000,7.750070000,7.750080000,.0000
2020-10-01 05:24,7.750070000,7.750080000,7.750070000,7.750080000,.0000
2020-10-01 05:25,7.750070000,7.750090000,7.750070000,7.750070000,.0000
2020-10-01 05:26,7.750070000,7.75010000,7.750070000,7.75010000,.0000
2020-10-01 05:27,7.750110000,7.750110000,7.750070000,7.75010000,.0000
2020-10-01 05:28,7.75010000,7.750110000,7.75010000,7.750110000,.0000
2020-10-01 05:29,7.750110000,7.750120000,7.750070000,7.750120000,.0000
2020-10-01 05:30,7.750110000,7.750110000,7.750110000,7.750110000,.0000
2020-10-01 05:31,7.750110000,7.750110000,7.750070000,7.75010000,.0000
2020-10-01 05:32,7.75010000,7.750120000,7.750070000,7.750120000,.0000
2020-10-01 05:33,7.750120000,7.750120000,7.750070000,7.750070000,.0000
2020-10-01 05:34,7.750080000,7.750110000,7.750070000,7.750110000,.0000
2020-10-01 05:35,7.750120000,7.750120000,7.750120000,7.750120000,.0000
2020-10-01 05:36,7.750120000,7.750120000,7.75010000,7.750110000,.0000
2020-10-01 05:37,7.750110000,7.750110000,7.75010000,7.750110000,.0000
2020-10-01 05:38,7.750110000,7.750110000,7.75010000,7.750110000,.0000
2020-10-01 05:39,7.750110000,7.750110000,7.75010000,7.750110000,.0000
2020-10-01 05:40,7.750110000,7.750110000,7.750110000,7.750110000,.0000
2020-10-01 05:41,7.75010000,7.750110000,7.75010000,7.750110000,.0000
2020-10-01 05:42,7.750110000,7.750120000,7.750110000,7.750110000,.0000
2020-10-01 05:43,7.750110000,7.750110000,7.750110000,7.750110000,.0000
2020-10-01 05:44,7.750120000,7.750120000,7.750110000,7.750110000,.0000
2020-10-01 05:45,7.750110000,7.750120000,7.750110000,7.750120000,.0000
2020-10-01 05:46,7.750120000,7.750150000,7.75010000,7.750150000,.0000
2020-10-01 05:47,7.750150000,7.750180000,7.750150000,7.750160000,.0000
2020-10-01 05:48,7.750160000,7.750160000,7.750150000,7.750150000,.0000
2020-10-01 05:49,7.750150000,7.750150000,7.750150000,7.750150000,.0000
2020-10-01 05:50,7.750170000,7.750170000,7.750150000,7.750150000,.0000
2020-10-01 05:51,7.750150000,7.750150000,7.750150000,7.750150000,.0000
2020-10-01 05:53,7.750150000,7.750150000,7.750150000,7.750150000,.0000
2020-10-01 05:54,7.750150000,7.750160000,7.750150000,7.750150000,.0000
2020-10-01 05:55,7.750140000,7.750160000,7.750140000,7.750150000,.0000
2020-10-01 05:57,7.750150000,7.750150000,7.750150000,7.750150000,.0000
2020-10-01 05:58,7.750170000,7.750170000,7.750170000,7.750170000,.0000
2020-10-01 05:59,7.750170000,7.750170000,7.750170000,7.750170000,.0000
2020-10-01 06:01,7.750160000,7.750170000,7.750140000,7.750170000,.0000
2020-10-01 06:02,7.750180000,7.750180000,7.750150000,7.750150000,.0000
2020-10-01 06:03,7.750160000,7.750180000,7.750160000,7.750180000,.0000
2020-10-01 06:04,7.750180000,7.750180000,7.750160000,7.750160000,.0000
2020-10-01 06:05,7.750160000,7.750160000,7.750160000,7.750160000,.0000
2020-10-01 06:06,7.750160000,7.750160000,7.750160000,7.750160000,.0000
2020-10-01 06:08,7.750160000,7.750160000,7.750150000,7.750160000,.0000
2020-10-01 06:09,7.750160000,7.750180000,7.750160000,7.750180000,.0000
2020-10-01 06:10,7.750180000,7.750180000,7.750180000,7.750180000,.0000
2020-10-01 06:11,7.750180000,7.750180000,7.750180000,7.750180000,.0000
2020-10-01 06:12,7.750150000,7.750150000,7.750150000,7.750150000,.0000
